text,category
ITALY.  Two Molotov cocktails were thrown at the USIS offices in Milan. A small fire resulted.,terror
UNITED KINGDOM.  Two parcels with grenades inside and addressed to the Embassy of Israel and the El Al office in London were found in the BOAC London office.,terror
TURKEY.  A bomb that failed to detonate was found under the vehicle of a member of the U.S. Air Force near his Ankara apartment.,terror
UNITED KINGDOM.  Two parcels with grenades inside and addressed to the Embassy of Israel and the El Al office in London were found in the BOAC London office.,terror
UNITED STATES.  A pipe bomb exploded in the New York City office of the Palestine Liberation Organization.  Minor damage.,terror
BOLIVIA.  The USIS offices in Oruro and La Paz were dynamited and taken over by demonstrators.,terror
BOLIVIA.  The USIS offices in Oruro and La Paz were dynamited and taken over by demonstrators.,terror
CHILE.  The Santiago offices of the Ford Motor Company were bombed.,terror
FEDERAL REPUBLIC OF GERMANY.  Two young men entered the USIS Amerika Haus in Munich and set off homemade firebombs in the second floor exhibit room.,terror
PERU.  Small incendiary devices went off in the Lima store of an American firm.,terror
IRAN.  An Iranian airliner was hijacked to Baghdad by Iranian terrorists seeking the release of 21 prisoners held in Iran.,terror
UNITED STATES.  A passerby found fifteen sticks of dynamite wired to a clock of an attache case twenty minutes before it was set to explode outside the Greek consulate in Chicago.,terror
TAIWAN.  A bomb exploded early in the evening in the lobby of USIS Tainan. Four people were injured and there was extensive damage.,terror
ARGENTINA.  A small time bomb exploded in the USIS Binational Center in Rosario.,terror
PERU.  A small explosion occurred at an American firm in Lima.,terror
ARGENTINA.  The U.S. defense attache's home in Buenos Aires was firebombed and destroyed.,terror
ARGENTINA.  Bombs exploded at the homes of two U.S.  officials in Buenos Aires.,terror
ARGENTINA.  Bombs exploded at the homes of two U.S.  officials in Buenos Aires.,terror
AUSTRALIA.  A bomb was located at the Yugoslav consulate in Melbourne. Croatian terrorists were believed responsible.,terror
"COSTA RICA.  A Costa Rican airliner was hijacked to Cuba.  The hijackers demanded the release of four Nicaraguan guerrillas, members of the FSLN, who were being held in Costa Rica.  The four were released and flown to Cuba with the hijackers.",terror
"ITALY.  The U.S. Education '70 Exhibit in Rome was the subject of a commando-type raid executed by twenty to twenty-five young people.  A tear gas grenade was thrown, and a computer and some teaching machines were damaged. A photograph of Angela Davis with a message saying, To American School of Assassins, we reply with revolutionary violence, was left.",terror
"IRAN.  U.S.  Ambassador Douglas MacArthur A1 evaded a kidnap attempt. At least one shot was fired at the ambassador, and a hand axe was hurled through the rear window of his limousine.  There were no injuries.",terror
PAKISTAN.  The Polish deputy foreign minister was assassinated in Karachi by a Pakistani who drove a truck into a reception line that was greeting Polish officials at the airport.  Four persons were killed and 10 injured in the attack.,terror
"ISRAEL.  A bomb exploded in the central bus station in Tel Aviv, followed by another explosion there twenty minutes later.  Two people were killed and thirty-four wounded in the attack which was credited to Al Fatah.  On November 8, Abu Iyad of Fatah issued a statement in Amman saying that these were the start of more and bigger operations within our occupied homeland.",terror
"COLOMBIA.  The personal vehicle of a U.S. embassy officer in Bogota was slightly damaged when a bomb,  placed under it or thrown at it, exploded at 11 PM.  It was parked at the house of the US economic counselor who was having a party.   There were no injuries.",terror
ARGENTINA.  A small bomb was detonated outside the Buenos Aires home of the U.S. agricultural attache by members of the FAP.,terror
"ARGENTINA.  Four hours after a bomb went off at the home of the U.S. agricultural attache, a bomb was discovered at the front door of the home of another U.S. embassy officer.",terror
PORTUGAL.  A bomb caused extensive damage to the USIS library in Lisbon. The ARA claimed credit for the bombing in a letter sent to the press.,terror
TURKEY.  A small dynamite charge was detonated outside the fence of the U.S. embassy in Ankara.,terror
PHILIPPINES.  A bomb exploded at the base of the front wall of the USIS Thomas Jefferson Cultural Center in Quezon City.,terror
PUERTO RICO.  The Armed Commandos of Liberation claimed responsibility for a bomb that did some damage to the Dominican Republic consulate in San Juan.,terror
"UNITED STATES.  A ten-inch pipe bomb exploded in the New York City offices of Aeroflot.  The JDL was believed responsible.  Although Rabbi Meir Kahane, the group's leader, said that no one in his organization was involved, he said he heartily applauded the attack.",terror
FEDERAL REPUBLIC OF GERMANY.  Fire was set at the Frankfurt Amerika Haus.,terror
"ARGENTINA.  The homes of three U.S. military attaches in Martinez, a suburb of Buenos Aires, were raided by armed men who left leaflets identifying them as members of the Peronist Armed Forces (FAP).  They stole official documents, weapons, uniforms, and U.S. currency.",terror
"ARGENTINA.  The homes of three U.S. military attaches in Martinez, a suburb of Buenos Aires, were raided by armed men who left leaflets identifying them as members of the Peronist Armed Forces (FAP).  They stole official documents, weapons, uniforms, and U.S. currency.",terror
"ARGENTINA.  The homes of three U.S. military attaches in Martinez, a suburb of Buenos Aires, were raided by armed men who left leaflets identifying them as members of the Peronist Armed Forces (FAP).  They stole official documents, weapons, uniforms, and U.S. currency.",terror
"TURKEY.  Three bombs exploded in the U.S. officer's open mess in a military installation in Ankara.  Three other bombs detonated at the U.S. military annex, also in Ankara.",terror
"TURKEY.  Three bombs exploded in the U.S. officer's open mess in a military installation in Ankara.  Three other bombs detonated at the U.S. military annex, also in Ankara.",terror
"SPAIN.  Members of the ETA kidnapped Eugene Beihl, the honorary West German consul in San Sebastian.  The kidnappers warned that Beihl's fate would depend on the sentence given to 15 Basques accused of murdering a head of the provincial police.  Subsequent events suggest the possibility that a deal was made:  Beihl was released unharmed on December 24; the Basques were sentenced on December 28 -- nine of them to long prison terms and six to death; Generalissimo Franco commuted the six death sentences to 30 years on December 30.",terror
